"","province","region","site_name","site_id","date","waypoint_number","latitude","longitude","larva","nymphs","male","females","litter_depth","soil_humidity","canopy_cover","other_species"
"131","ON-QC","Ottawa-Gatineau","Britannia Conservation Area","OG4","21-06-2023",8,45.3675003051758,-75.7972030639648,NA,NA,NA,NA,2.5,10,100,NA
"132","ON-QC","Ottawa-Gatineau","Britannia Conservation Area","OG4","21-06-2023",16,45.3680992126465,-75.7956008911133,NA,NA,NA,NA,1,10,100,NA
"133","ON-QC","Ottawa-Gatineau","Britannia Conservation Area","OG4","21-06-2023",24,45.3684997558594,-75.7938003540039,NA,NA,NA,NA,3,15,100,NA
"134","ON-QC","Ottawa-Gatineau","Britannia Conservation Area","OG4","21-06-2023",32,45.3695983886719,-75.7918014526367,NA,NA,NA,NA,0.5,10,100,NA
"135","ON-QC","Ottawa-Gatineau","Britannia Conservation Area","OG4","21-06-2023",40,45.3704986572266,-75.7931976318359,NA,NA,NA,NA,0.5,10,100,NA
"136","ON-QC","Ottawa-Gatineau","Britannia Conservation Area","OG4","21-06-2023",48,45.3675003051758,-75.7972030639648,NA,NA,NA,NA,2,10,100,NA
"137","ON-QC","Ottawa-Gatineau","Britannia Conservation Area","OG4","21-06-2023",56,45.3680992126465,-75.7956008911133,NA,NA,NA,NA,1,70,100,NA
"138","ON-QC","Ottawa-Gatineau","Britannia Conservation Area","OG4","21-06-2023",64,45.3684997558594,-75.7936019897461,NA,NA,NA,NA,3,20,100,NA
"139","ON-QC","Ottawa-Gatineau","Britannia Conservation Area","OG4","21-06-2023",72,45.3695983886719,-75.7917022705078,NA,NA,1,NA,1,10,100,NA
"140","ON-QC","Ottawa-Gatineau","Britannia Conservation Area","OG4","21-06-2023",80,45.3704986572266,-75.7931976318359,NA,NA,NA,NA,0,50,100,NA
"141","ON-QC","Ottawa-Gatineau","South March Conservation Forest","OG5","21-06-2023",8,45.3440017700195,-75.9461975097656,NA,NA,2,4,5,15,100,NA
"142","ON-QC","Ottawa-Gatineau","South March Conservation Forest","OG5","21-06-2023",16,45.3432006835938,-75.9440994262695,NA,3,3,2,7,20,100,NA
"143","ON-QC","Ottawa-Gatineau","South March Conservation Forest","OG5","21-06-2023",24,45.3418998718262,-75.9438018798828,NA,NA,NA,2,3,10,78,NA
"144","ON-QC","Ottawa-Gatineau","South March Conservation Forest","OG5","21-06-2023",32,45.3401985168457,-75.9427032470703,NA,1,NA,NA,7,25,100,NA
"145","ON-QC","Ottawa-Gatineau","South March Conservation Forest","OG5","21-06-2023",40,45.3386993408203,-75.9425964355469,NA,2,1,4,3,15,100,NA
"146","ON-QC","Ottawa-Gatineau","South March Conservation Forest","OG5","21-06-2023",48,45.344898223877,-75.9471969604492,NA,NA,1,1,7,15,100,NA
"147","ON-QC","Ottawa-Gatineau","South March Conservation Forest","OG5","21-06-2023",56,45.3440017700195,-75.9456024169922,NA,4,3,1,5,20,100,NA
"148","ON-QC","Ottawa-Gatineau","South March Conservation Forest","OG5","21-06-2023",64,45.3434982299805,-75.9450988769531,NA,4,NA,NA,0,10,98,NA
"149","ON-QC","Ottawa-Gatineau","South March Conservation Forest","OG5","21-06-2023",72,45.3428993225098,-75.9431991577148,NA,NA,1,1,0,10,100,NA
"150","ON-QC","Ottawa-Gatineau","South March Conservation Forest","OG5","21-06-2023",80,45.3418006896973,-75.9438018798828,NA,NA,NA,NA,7,15,96,NA
"151","ON-QC","Ottawa-Gatineau","Shirley’s Bay","OG6","21-06-2023",8,45.3628005981445,-75.8793029785156,NA,2,NA,NA,0,50,54,NA
"152","ON-QC","Ottawa-Gatineau","Shirley’s Bay","OG6","21-06-2023",16,45.364200592041,-75.8795013427734,NA,NA,NA,NA,0,10,12,NA
"153","ON-QC","Ottawa-Gatineau","Shirley’s Bay","OG6","21-06-2023",24,45.3655014038086,-75.8804016113281,NA,NA,NA,NA,1,50,100,NA
"154","ON-QC","Ottawa-Gatineau","Shirley’s Bay","OG6","21-06-2023",32,45.3646011352539,-75.8805999755859,NA,NA,NA,NA,0,10,100,NA
"155","ON-QC","Ottawa-Gatineau","Shirley’s Bay","OG6","21-06-2023",40,45.3641014099121,-75.8815994262695,NA,NA,NA,NA,1,30,100,NA
"156","ON-QC","Ottawa-Gatineau","Shirley’s Bay","OG6","21-06-2023",48,45.3628005981445,-75.8793029785156,NA,NA,NA,NA,10,0,0,NA
"157","ON-QC","Ottawa-Gatineau","Shirley’s Bay","OG6","21-06-2023",56,45.3641014099121,-75.8795013427734,NA,1,1,NA,0,0,92,NA
"158","ON-QC","Ottawa-Gatineau","Shirley’s Bay","OG6","21-06-2023",64,45.3656997680664,-75.880500793457,NA,NA,NA,NA,10,60,96,NA
"159","ON-QC","Ottawa-Gatineau","Shirley’s Bay","OG6","21-06-2023",72,45.3646011352539,-75.8805999755859,NA,NA,1,NA,10,0,90,NA
"160","ON-QC","Ottawa-Gatineau","Shirley’s Bay","OG6","21-06-2023",80,45.3641014099121,-75.8815002441406,NA,1,NA,NA,5,0,0,NA
"161","ON-QC","Ottawa-Gatineau","Mer Bleue Bog","OG8","21-06-2023",8,45.3903007507324,-75.5501022338867,NA,NA,NA,NA,0.5,8,100,NA
"162","ON-QC","Ottawa-Gatineau","Mer Bleue Bog","OG8","21-06-2023",16,45.3891983032227,-75.5485000610352,NA,NA,NA,NA,0,7,100,NA
"163","ON-QC","Ottawa-Gatineau","Mer Bleue Bog","OG8","21-06-2023",24,45.388599395752,-75.5464019775391,NA,NA,NA,NA,0.5,2,100,NA
"164","ON-QC","Ottawa-Gatineau","Mer Bleue Bog","OG8","21-06-2023",32,45.388500213623,-75.5438995361328,NA,NA,NA,NA,1,2,100,NA
"165","ON-QC","Ottawa-Gatineau","Mer Bleue Bog","OG8","21-06-2023",40,45.3883018493652,-75.5414962768555,NA,NA,NA,NA,0.5,1,100,NA
"166","ON-QC","Ottawa-Gatineau","Mer Bleue Bog","OG8","21-06-2023",48,45.3903007507324,-75.5502014160156,NA,1,NA,NA,2,20,100,NA
"167","ON-QC","Ottawa-Gatineau","Mer Bleue Bog","OG8","21-06-2023",56,45.3891983032227,-75.5485000610352,NA,NA,NA,NA,1,30,100,"1"
"168","ON-QC","Ottawa-Gatineau","Mer Bleue Bog","OG8","21-06-2023",64,45.388599395752,-75.5464019775391,NA,1,NA,NA,2,40,100,"3"
"169","ON-QC","Ottawa-Gatineau","Mer Bleue Bog","OG8","21-06-2023",72,45.388500213623,-75.5439987182617,NA,NA,NA,1,2,40,100,NA
"170","ON-QC","Ottawa-Gatineau","Mer Bleue Bog","OG8","21-06-2023",80,45.3883018493652,-75.5413970947266,NA,NA,NA,NA,3,30,100,NA
"171","ON-QC","Ottawa-Gatineau","Beacon Hill","OG9","21-06-2023",8,45.4632987976074,-75.6277008056641,NA,NA,NA,NA,1.5,5,100,NA
"172","ON-QC","Ottawa-Gatineau","Beacon Hill","OG9","21-06-2023",16,45.4634017944336,-75.6302032470703,NA,1,NA,NA,0.5,2,100,NA
"173","ON-QC","Ottawa-Gatineau","Beacon Hill","OG9","21-06-2023",24,45.4625015258789,-75.6316986083984,NA,1,NA,NA,4,3,100,NA
"174","ON-QC","Ottawa-Gatineau","Beacon Hill","OG9","21-06-2023",32,45.4622001647949,-75.6294021606445,NA,NA,NA,NA,0,2,100,NA
"175","ON-QC","Ottawa-Gatineau","Beacon Hill","OG9","21-06-2023",40,45.4626007080078,-75.6274032592773,NA,1,NA,NA,0,1,100,NA
"176","ON-QC","Ottawa-Gatineau","Beacon Hill","OG9","21-06-2023",48,45.4632987976074,-75.6277008056641,NA,NA,NA,NA,2,2,100,NA
"177","ON-QC","Ottawa-Gatineau","Beacon Hill","OG9","21-06-2023",56,45.4634017944336,-75.6302032470703,NA,NA,NA,NA,0.5,2,100,NA
"178","ON-QC","Ottawa-Gatineau","Beacon Hill","OG9","21-06-2023",64,45.4625015258789,-75.6316986083984,NA,NA,NA,NA,0.5,3,100,NA
"179","ON-QC","Ottawa-Gatineau","Beacon Hill","OG9","21-06-2023",72,45.462100982666,-75.6294021606445,NA,NA,NA,NA,0.5,2,100,NA
"180","ON-QC","Ottawa-Gatineau","Beacon Hill","OG9","21-06-2023",80,45.4626998901367,-75.6274032592773,NA,NA,NA,NA,1,1,100,NA
"181","ON-QC","Ottawa-Gatineau","Greenbelt Pathway West, Queensway–Timm Dr. section","OG11","21-06-2023",8,45.3125,-75.8669967651367,NA,2,NA,1,5,15,96,NA
"182","ON-QC","Ottawa-Gatineau","Greenbelt Pathway West, Queensway–Timm Dr. section","OG11","21-06-2023",16,45.3115005493164,-75.8685989379883,NA,5,1,2,2,20,100,NA
"183","ON-QC","Ottawa-Gatineau","Greenbelt Pathway West, Queensway–Timm Dr. section","OG11","21-06-2023",24,45.3106994628906,-75.8709030151367,NA,3,1,4,2,15,100,NA
"184","ON-QC","Ottawa-Gatineau","Greenbelt Pathway West, Queensway–Timm Dr. section","OG11","21-06-2023",32,45.3117980957031,-75.8724975585938,NA,NA,NA,NA,0,10,75,NA
"185","ON-QC","Ottawa-Gatineau","Greenbelt Pathway West, Queensway–Timm Dr. section","OG11","21-06-2023",40,45.3137016296387,-75.8732986450195,NA,3,NA,NA,0,10,92,"1"
"186","ON-QC","Ottawa-Gatineau","Greenbelt Pathway West, Queensway–Timm Dr. section","OG11","21-06-2023",48,45.3125,-75.8669967651367,NA,NA,NA,NA,0,0,0,NA
"187","ON-QC","Ottawa-Gatineau","Greenbelt Pathway West, Queensway–Timm Dr. section","OG11","21-06-2023",56,45.3115005493164,-75.868896484375,NA,7,1,NA,5,0,0,NA
"188","ON-QC","Ottawa-Gatineau","Greenbelt Pathway West, Queensway–Timm Dr. section","OG11","21-06-2023",64,45.3106994628906,-75.8710021972656,NA,1,1,NA,5,0,0,NA
"189","ON-QC","Ottawa-Gatineau","Greenbelt Pathway West, Queensway–Timm Dr. section","OG11","21-06-2023",72,45.3117980957031,-75.8724975585938,NA,16,3,4,0,0,0,NA
"190","ON-QC","Ottawa-Gatineau","Greenbelt Pathway West, Queensway–Timm Dr. section","OG11","21-06-2023",80,45.3138008117676,-75.8733978271484,NA,5,2,4,0,0,0,NA
"191","ON-QC","Ottawa-Gatineau","Former golf course off Bank Street - P16","OG13","21-06-2023",8,45.3380012512207,-75.6104965209961,NA,NA,1,1,3,20,100,NA
"192","ON-QC","Ottawa-Gatineau","Former golf course off Bank Street - P16","OG13","21-06-2023",16,45.3381996154785,-75.6122970581055,NA,NA,NA,NA,2,30,94,NA
"193","ON-QC","Ottawa-Gatineau","Former golf course off Bank Street - P16","OG13","21-06-2023",24,45.3381996154785,-75.614501953125,NA,NA,NA,NA,4,30,36,NA
"194","ON-QC","Ottawa-Gatineau","Former golf course off Bank Street - P16","OG13","21-06-2023",32,45.3408012390137,-75.6119995117188,NA,NA,NA,NA,0,15,100,NA
"195","ON-QC","Ottawa-Gatineau","Former golf course off Bank Street - P16","OG13","21-06-2023",40,45.342098236084,-75.6110000610352,NA,NA,NA,NA,0,10,0,NA
"196","ON-QC","Ottawa-Gatineau","Former golf course off Bank Street - P16","OG13","21-06-2023",48,45.3378982543945,-75.6103973388672,NA,NA,NA,NA,2,10,13,NA
"197","ON-QC","Ottawa-Gatineau","Former golf course off Bank Street - P16","OG13","21-06-2023",56,45.3382987976074,-75.6120986938477,NA,NA,NA,NA,1,15,12,NA
"198","ON-QC","Ottawa-Gatineau","Former golf course off Bank Street - P16","OG13","21-06-2023",64,45.3382987976074,-75.6147994995117,NA,NA,NA,NA,1,20,100,NA
"199","ON-QC","Ottawa-Gatineau","Former golf course off Bank Street - P16","OG13","21-06-2023",72,45.3406982421875,-75.6119003295898,NA,NA,NA,NA,3,20,98,NA
"200","ON-QC","Ottawa-Gatineau","Former golf course off Bank Street - P16","OG13","21-06-2023",80,45.342098236084,-75.6109008789062,NA,NA,NA,NA,0,10,4,NA
"201","ON","North Bay","Cranberry Trail","NO1","30-06-2023",8,46.2331008911133,-79.3998031616211,NA,NA,NA,NA,0,20,76,NA
"202","ON","North Bay","Cranberry Trail","NO1","30-06-2023",16,46.2324981689453,-79.4021987915039,NA,NA,NA,NA,3,20,44,NA
"203","ON","North Bay","Cranberry Trail","NO1","30-06-2023",24,46.2317008972168,-79.4047012329102,NA,NA,NA,NA,1,10,38,NA
"204","ON","North Bay","Cranberry Trail","NO1","30-06-2023",32,46.2318000793457,-79.407096862793,NA,NA,NA,NA,1,10,100,NA
"205","ON","North Bay","Cranberry Trail","NO1","30-06-2023",40,46.2310981750488,-79.4096984863281,NA,NA,NA,NA,2,15,100,NA
"206","ON","North Bay","Cranberry Trail","NO1","30-06-2023",48,46.2318000793457,-79.4073028564453,NA,NA,NA,NA,2,50,35,NA
"207","ON","North Bay","Cranberry Trail","NO1","30-06-2023",56,46.2318992614746,-79.4045028686523,NA,NA,NA,NA,0,10,76,NA
"208","ON","North Bay","Cranberry Trail","NO1","30-06-2023",64,46.2327003479004,-79.4018020629883,NA,NA,NA,NA,1,50,33,NA
"209","ON","North Bay","Cranberry Trail","NO1","30-06-2023",72,46.2333984375,-79.3992004394531,NA,NA,NA,NA,3,20,67,NA
"210","ON","North Bay","Cranberry Trail","NO1","30-06-2023",80,46.2338981628418,-79.396598815918,NA,NA,NA,NA,1,10,33,NA
"211","ON","North Bay","Laurier Woods Conservation Area","NO2","29-06-2023",8,46.3058013916016,-79.44580078125,NA,NA,NA,NA,0,20,100,NA
"212","ON","North Bay","Laurier Woods Conservation Area","NO2","29-06-2023",16,46.3044013977051,-79.4443969726562,NA,NA,NA,NA,2,20,97,NA
"213","ON","North Bay","Laurier Woods Conservation Area","NO2","29-06-2023",24,46.30419921875,-79.4412994384766,NA,NA,NA,NA,0,10,100,NA
"214","ON","North Bay","Laurier Woods Conservation Area","NO2","29-06-2023",32,46.3032989501953,-79.4397964477539,NA,1,NA,NA,2,10,78,NA
"215","ON","North Bay","Laurier Woods Conservation Area","NO2","29-06-2023",40,46.3018989562988,-79.4385986328125,NA,NA,NA,NA,3,40,98,NA
"216","ON","North Bay","Laurier Woods Conservation Area","NO2","29-06-2023",48,46.2983016967773,-79.4402008056641,NA,NA,NA,NA,2,20,96,NA
"217","ON","North Bay","Laurier Woods Conservation Area","NO2","29-06-2023",56,46.2994003295898,-79.4412994384766,NA,NA,NA,NA,5,10,67,NA
"218","ON","North Bay","Laurier Woods Conservation Area","NO2","29-06-2023",64,46.3017997741699,-79.4415969848633,NA,NA,NA,NA,6,30,100,NA
"219","ON","North Bay","Laurier Woods Conservation Area","NO2","29-06-2023",72,46.3031005859375,-79.4440002441406,NA,NA,NA,NA,2,30,56,NA
"220","ON","North Bay","Laurier Woods Conservation Area","NO2","29-06-2023",80,46.304500579834,-79.4457015991211,NA,NA,NA,NA,4,10,100,NA
"221","ON","North Bay","Laurentian Escarpment Conservation Area","NO3","29-06-2023",8,46.3378982543945,-79.4306030273438,NA,NA,NA,NA,6,10,98,NA
"222","ON","North Bay","Laurentian Escarpment Conservation Area","NO3","29-06-2023",16,46.3372993469238,-79.4283981323242,NA,NA,NA,NA,3,40,100,NA
"223","ON","North Bay","Laurentian Escarpment Conservation Area","NO3","29-06-2023",24,46.3356018066406,-79.4268035888672,NA,NA,NA,NA,2,15,65,NA
"224","ON","North Bay","Laurentian Escarpment Conservation Area","NO3","29-06-2023",32,46.3339004516602,-79.4257965087891,NA,NA,NA,NA,2,20,100,NA
"225","ON","North Bay","Laurentian Escarpment Conservation Area","NO3","29-06-2023",40,46.3325996398925,-79.4254989624023,NA,NA,NA,NA,2,15,100,NA
"226","ON","North Bay","Laurentian Escarpment Conservation Area","NO3","29-06-2023",48,46.3328018188477,-79.4272003173828,NA,NA,NA,NA,1,10,100,NA
"227","ON","North Bay","Laurentian Escarpment Conservation Area","NO3","29-06-2023",56,46.3339996337891,-79.4292984008789,NA,NA,NA,NA,5,10,98,NA
"228","ON","North Bay","Laurentian Escarpment Conservation Area","NO3","29-06-2023",64,46.3353004455566,-79.4296035766602,NA,NA,NA,NA,4,10,100,NA
"229","ON","North Bay","Laurentian Escarpment Conservation Area","NO3","29-06-2023",72,46.3368988037109,-79.4292984008789,NA,NA,NA,NA,1,30,90,NA
"230","ON","North Bay","Laurentian Escarpment Conservation Area","NO3","29-06-2023",80,46.3378982543945,-79.4311981201172,NA,NA,NA,NA,6,25,100,NA
"231","ON","North Bay","La Vase Portages Conservation Area","NO4","29-06-2023",8,46.3007011413574,-79.3830032348633,NA,NA,NA,NA,1,30,0,NA
"232","ON","North Bay","La Vase Portages Conservation Area","NO4","29-06-2023",16,46.2994003295898,-79.3816986083984,NA,NA,NA,NA,0,30,37,NA
"233","ON","North Bay","La Vase Portages Conservation Area","NO4","29-06-2023",24,46.2984008789062,-79.3824996948242,NA,NA,NA,NA,1,15,100,NA
"234","ON","North Bay","La Vase Portages Conservation Area","NO4","29-06-2023",32,46.2970008850098,-79.3828964233398,NA,NA,NA,NA,0,10,55,NA
"235","ON","North Bay","La Vase Portages Conservation Area","NO4","29-06-2023",40,46.2967987060547,-79.3845977783203,NA,NA,NA,NA,3,10,55,NA
"236","ON","North Bay","La Vase Portages Conservation Area","NO4","29-06-2023",48,46.2957000732422,-79.3859024047852,NA,NA,NA,NA,2,15,0,NA
"237","ON","North Bay","La Vase Portages Conservation Area","NO4","29-06-2023",56,46.2955017089844,-79.385498046875,NA,NA,NA,NA,5,70,87,NA
"238","ON","North Bay","La Vase Portages Conservation Area","NO4","29-06-2023",64,46.2966003417969,-79.3834991455078,NA,NA,NA,NA,3,40,100,NA
"239","ON","North Bay","La Vase Portages Conservation Area","NO4","29-06-2023",72,46.2980003356934,-79.3823013305664,NA,NA,NA,NA,1,50,0,NA
"240","ON","North Bay","La Vase Portages Conservation Area","NO4","29-06-2023",80,46.2994995117188,-79.3815994262695,NA,NA,NA,NA,2,60,2,NA
"241","ON","North Bay","Black Forest Park","NO5","29-06-2023",8,46.415599822998,-79.464599609375,NA,NA,NA,NA,0,10,3,NA
"242","ON","North Bay","Black Forest Park","NO5","29-06-2023",16,46.4151992797852,-79.4641036987305,NA,NA,NA,NA,0,10,44,"1N+1L Haem"
"243","ON","North Bay","Black Forest Park","NO5","29-06-2023",24,46.413501739502,-79.4641036987305,NA,NA,NA,NA,0,10,0,"10L Haem"
"244","ON","North Bay","Black Forest Park","NO5","29-06-2023",32,46.4127998352051,-79.4654998779297,NA,NA,NA,NA,0,10,10,"2L Haem"
"245","ON","North Bay","Black Forest Park","NO5","29-06-2023",40,46.4143981933594,-79.4657974243164,NA,NA,NA,NA,1,10,8,"3L Haem"
"246","ON","North Bay","Black Forest Park","NO5","29-06-2023",48,46.4143981933594,-79.4647979736328,NA,NA,NA,NA,1,10,14,"3L Haem"
"247","ON","North Bay","Black Forest Park","NO5","29-06-2023",56,46.4133987426758,-79.4647979736328,NA,NA,NA,NA,0,15,88,NA
"248","ON","North Bay","Black Forest Park","NO5","29-06-2023",64,46.4146003723145,-79.4644012451172,NA,NA,NA,NA,1,10,0,"2L Haem"
"249","ON","North Bay","Black Forest Park","NO5","29-06-2023",72,46.4151992797852,-79.4649963378906,NA,NA,NA,NA,0,20,20,NA
"250","ON","North Bay","Black Forest Park","NO5","29-06-2023",80,46.4157981872559,-79.4648971557617,NA,NA,NA,NA,1,10,2,"6L Haem"
